recipe_id,title,description,rating,servings,total_time,main_num_ratings,ingredients,directions,photo_url,primary_category_name
83,Bubble and Squeak,,3.0,4.0,177,3,"2 lbs    baking potatoes | 2 tablespoons    unsalted butter | 1⁄4 cup    heavy cream | 4 ounces    bacon | 1⁄3 cup    onion, finely chopped | 1⁄2 cup    celery, finely chopped | 1 teaspoon    sage | 1⁄2 teaspoon    white pepper | 1 lb    Brussels sprout, thinly sliced | 1⁄2 lemon, juice of","Wash potatoes under cold running water then place in a large saucepan. | Cover with salted water, bring to a boil, reduce heat and simmer until soft, uncovered, about 15 minutes. | Drain and set aside and allow to cool slightly. | Peel potatoes and mash. | Add butter and cream and mix well. | Meanwhile fry bacon until crisp. | Drain on paper towel and set aside. In the same skillet add onion to bacon drippings and saute until soft, about 3 - 5 minutes. | Stir in celery, sage and pepper and saute 2 minutes longer. | Add lemon juice. Combine vegetables with mashed potatoes, stir well to combine and refrigerate for 2 hours. | Shape potato mixture into 10 patties. | Melt 2 tablespoons butter in a large skillet and saute patties until brown and crispy, about 5 minutes per side. Crumble bacon over top and serve.                    - - - - - - - - - - - - - - - - - -",,Breakfast
85,Butter Madeira Cake,This is a good stand by and easy mixed in a food processor,5.0,8.0,175,2,"225 g    flour | 2 teaspoons    baking powder | 175 g    caster sugar | 175 g    butter, softened | 3 large    eggs | 1 tablespoon    milk, cold | 1 teaspoon    vanilla essence",Grease lined tin with melted butter. | Sift flour and baking powder into  processor and add all remaining ingredients. | Run machine for 20 counts. | Scrape  down sides. | Run machine for a further 30 counts. | Transfer to prepared tin and spread evenly with a spatula.  Bake at 160° C for 1 1/2 hours. | Leave in tin 15 minutes  before turning onto a rack. | VARIATIONS Seed cake = Add 2-3 tsp caraway seeds after scraping down the sides. | Orange Cake = omit vanilla. | Add 1 tsp orange peel. | Lemon Cake = Add 1 tsp lemon peel. | Chocolate Speckle Cake = Add 1 crushed Chocolate Flake Bar after scraping down sides. | Raisin Cake = Add 3 oz raisins after scraping down sides. | Spicy Cake = Add 2-3 tsp Mixed Spice with the other ingredients.,https://img.sndimg.com/food/image/upload/v1/img/recipes/85/picH7CI8k.jpg,Dessert
86,Butter Dips,,5.0,32.0,85,4,"1⁄2 cup    butter | 2 1⁄4 cups    flour, sifted | 1 tablespoon    sugar | 3 1⁄2 teaspoons    baking powder | 3⁄4 teaspoon    salt | 1 cup    milk","Heat oven to 450. | Melt butter in oven oblong 13 x 9 1/2 x 3 inch pan. | Remove when butter is melted. | Sift dry ingredients into bowl. | Add milk. | Stir slowly with a fork until dough just clings together. | Knead lightly about 10 times. | Roll out 1/2 inch thick into rectangular 12 x 8 inch pan. | Cut in half lengthwise, then crosswise into 16 strips. | Dip each strip on both sides in melted butter. | Place close together in two rows. | Bake 15-20 minutes until golden brown. | Serve piping hot.",,Breads
88,Breakfast Burritos,Breakfast Burritos,3.33,4.0,35,3,"8 eggs | 1 lb    country sausage | 2 cups    Mexican blend cheese, shredded | 10 large    flour tortillas","Scramble eggs with a small amount of milk. | In another pan, crumble sausage and brown. | Combine with cheese; cook over low flame until cheese melts. | Mix in just enough ketchup until mixture holds together. | Warm tortillas in microwave on medium for about 30 seconds until soft enough to roll up without cracking. | Place about 1/4 cup egg mixture in tortilla and roll up. | Serve with salsa.",,Breakfast
90,Almond Paste,,4.0,2.0,10095,2,1 lb    blanched almond | 3 tablespoons    fresh lemon juice | 1 cup    water | 2 cups    sugar,"Force blanched almonds through fine blade of food chopper 4x or whirl in electric blender. Add lemon juice. | Cook water and sugar until candy thermometer registers 240*F or until a small amount of mixture dropped into cold water forms a soft ball. Add to ground almonds. Mix well. When cool enough to handle, knead until smooth. Cool. | Pack in a jar, cover & store in refrigerator for at least 1 week to ripen. Makes about 2 pounds. | NOTE: If almond paste is too stiff to handle after storage, place in top part of double boiler and heat over hot, NOT boiling, water until sufficiently soft to handle. Use in cookies, coffee cakes or in other pastries and desserts.",https://img.sndimg.com/food/image/upload/v1/img/recipes/90/picbvBYE9.jpg,Dessert
91,Brown Rice and Vegetable Pilaf,This is good with almost anything... Robb,4.62,6.0,150,8,"1 1⁄2 cups    brown rice | 3 cups    chicken broth | 3 tablespoons    unsalted butter | 1⁄2 teaspoon    oregano | 1⁄2 teaspoon    marjoram | 1⁄2 teaspoon    summer savory | 5 tablespoons    unsalted butter | 1 cup    celery, thinly sliced | 1 cup    fresh snow pea, sliced | 1 cup    broccoli floret | 1 cup    green onion, thinly sliced | 1 1⁄2 teaspoons    fresh gingerroot, grated | 2 tablespoons    lemons, rind of, Grated | 3⁄4 cup    coconut, Grated, toasted","Preheat oven to 325 degrees F. | Heat chicken broth to boiling. | Combine broth   with brown rice, butter, oregano, marjoram, and summery  savory in 3 quart  casserole and bake, covered, for 1-1/2 hours or until  rice is tender. | Keep  hot.   Melt butter in large skillet or dutch oven. | Add celery, snow peas,  broccoli, green onion, and ginger and stir fry until crisp-tender. | Add  vegetables, lemon rind, and toasted coconut to rice.  Toss lightly  to combine.  Adjust seasonings.",,Brown Rice
93,Blue Stuffed Mushrooms,These stuffed mushrooms are just wonderful.,4.55,4.0,15,11,"4 ounces    blue cheese | 4 ounces    cream cheese | 1 tablespoon    half-and-half | 14 small    mushrooms, stems removed | 14 small    pecan halves | 14 small    fresh basil leaves","In a medium bowl, combine the blue cheese and the cream cheese. | Beat them together with an electric mixer so that they are smooth. | Add the half & half and beat it in so that the mixture is fluffy. | Fill the mushroom caps with the cheese mixture. | Top each with a pecan half and a basil leaf.",,Free Of...
94,Blueberry Buttertarts,,5.0,12.0,40,4,"12 frozen tart shells, each about 3 | 1 egg, lightly beaten | 1⁄2 cup    corn syrup | 1 teaspoon    lemon juice | 3⁄4 teaspoon    vanilla | 1⁄3 cup    brown sugar | 1 tablespoon    all-purpose flour | 1 1⁄2 cups    blueberries","Preheat oven to 375F. | Leave shells in foil cups and place on a baking sheet. In  large bowl, whisk egg with syrup, juice and vanilla. | In another bowl, stir sugar with flour. | Divide berries among shells. | Pour in egg mixture, filling each shell right to top. | Bake on bottom rack at 375F oven until bubbly and top is a bit  crusty, from 18-23 minutes.Tarts will firm up when cool and can be refrigerated  2 days.",,Dessert
99,Chaat Masala,"Asafoetida, mango powder and black salt distinguish the chaat masala from other  masalas, giving the blend a sourness that makes it a welcome accompaniment to  fresh fruit and other snacks.    

""Chaat"" refers to various snacks and to the North Indian cafes that serve them. 

Fresh fruit often is sprinkled with lime juice  and chaat masala.    

Black salt (which is actually a reddish gray), available at  Indian food stores, has a distinctive flavor that's quite different from sea salt or table salt.  

The garam masala is the wild card in this recipe; either one of  the Tamil Nadu Curry Powder or Punjabi-Style Garam Masala may be used.",5.0,,25,1,"2 tablespoons    cumin seeds | 1 1⁄2 teaspoons    fennel seeds | 1 tablespoon    garam masala | 1 tablespoon    mango powder | 1 tablespoon    black salt | 1 teaspoon    cayenne pepper | 1 pinch    asafoetida powder | 1⁄4 teaspoon    ginger, ground",Toast and grind cumin and fennel seeds and combine with remaining ingredients.,,Indian
113,Carrot Ginger Biscuits,Carrot - Ginger Biscuits,3.0,12.0,50,1,"1 1⁄2 cups    all-purpose flour | 1⁄2 cup    whole wheat flour | 1 1⁄2 teaspoons    baking powder | 1 1⁄2 teaspoons    baking soda | 1 1⁄2 teaspoons    ginger | 1⁄2 teaspoon    salt | 1⁄2 cup    carrot, peeled and shredded | 2 cups    plain low-fat yogurt | 2 tablespoons    canola oil | 2 teaspoons    honey","Preheat oven to 450. | In a large bowl, stir together the all-purpose flour and  whole wheat flour, baking powder and baking soda, ginger and salt.  In a small  bowl, stir together the carrot, yogurt, oil and honey. | Add carrot mixture to  dry ingredients and stir until just combined. | Place the dough on a well-floured surface.  Using a lightly floured rolling pin, roll out the dough until 1/2"" thick. | Using a 2 1/4"" biscuit cutter or glass ,  cut out rounds, gently rerolling the scraps, to form 12 biscuits. | Place the  biscuits on an ungreased baking sheet, spacing them 1"" apart.  Bake for 12 to 15 minutes or until golden. | Serve warm.",,Breads
116,Blueberry Scones,"These make the lightest, fluffiest scones you've ever had...I guarantee it!",4.55,8.0,77,40,"2 cups    all-purpose flour | 3 tablespoons    sugar, plus more for sprinkling tops | 1 tablespoon    baking powder | 3⁄4 teaspoon    salt | 6 tablespoons    unsalted butter, cold and cut into pieces  (3/4 stick) | 1 1⁄2 cups    fresh blueberries, picked over and rinsed | 1 teaspoon    lemon, zest of, grated | 1⁄3 cup    heavy cream, plus more for brushing tops | 2 large    eggs, lightly beaten","Adjust rack to center of oven, and heat to 400 degrees. | Place a Silpat baking mat on a baking sheet, and set aside. In a large bowl, sift together flour, 3 tablespoons sugar, baking powder, and salt. Using a pastry blender, or two knives, cut in butter until the largest pieces are the size of small peas. | Stir in blueberries and zest. Using a fork, whisk together cream and egg in a liquid measuring cup. | Make a well in the center of dry ingredients and pour in cream mixture. Stir lightly with fork just until dough comes together. | Turn out onto a lightly floured surface, and knead a few times to mix well. | Pat dough into a 6-inch square about 1 1/4 inches thick. | Using a floured knife, cut into four 3-inch squares. | Cut squares in half on the diagonal to form eight triangles. | Transfer to prepared baking sheet. Brush tops with cream and sprinkle with sugar. | Bake until golden brown, 20 to 22 minutes. | Transfer scones from baking sheet to wire racks to cool.",https://img.sndimg.com/food/image/upload/v1/img/recipes/11/6/3VsX300jTOOiZyIg6oV2_blueberry-scones-3.jpg,Scones
117,Blueberry Cookies,"Originally from ""1001 Cookie Recipes""",4.5,48.0,255,6,"2 cups    flour | 2 teaspoons    baking powder | 1⁄2 teaspoon    salt | 1⁄2 cup    vegetable shortening | 1 cup    sugar | 1 large    egg | 1⁄4 cup    milk | 1 teaspoon    almond extract | 1 1⁄2 teaspoons    lemon zest, grated | 1 cup    blueberries","Combine flour, baking powder and salt. | In a large bowl, cream the shortening and  sugar. | Beat in the egg. | Beat in the milk, almond extract and lemon rind. | Gradually blend in the dry ingredients. | Fold in the blueberries. | Cover and chill for at least 4 hours.Preheat oven to 375°. | Drop dough by spoonfuls about  1-inch apart onto ungreased cookie sheets. | Bake for 12-15 minutes, until pale golden. | Transfer to wire racks to cool. | NOTES: Canned or frozen blueberries can be used, but fresh gives the best results.",https://img.sndimg.com/food/image/upload/v1/img/recipes/11/7/picDf97kf.jpg,Drop Cookies
118,Abby's Pecan Apple Cake,,4.0,10.0,90,2,"2 tablespoons    butter, melted | 1 1⁄2 cups    sugar | 1⁄2 teaspoon    cinnamon, Ground | 1⁄2 teaspoon    nutmeg, Freshly grated | 1 1⁄2 cups    all-purpose flour | 3 tart apples | 1⁄2 cup    butter | 2 large    eggs | 1⁄3 cup    milk | 2 tablespoons    rum | 2 teaspoons    vanilla extract | 2 tablespoons    pecans, Finely chopped | 1 1⁄2 teaspoons    baking powder | 1 1⁄2 teaspoons    baking soda | 1 1⁄2 teaspoons    salt","* , such as Granny Smith, peeled, halved, and sliced (3 cups)  Preheat the oven to 350 degrees. | Brush the sides of a 8 x 3 1/4-inch  springform pan with the melted butter. | Mix together 1/2 cup sugar, cinnamon,  nutmeg, and 1/4 cup flour and sprinkle the mixture evenly over the bottom of  the pan. | Wrap foil around the pan to prevent leakage. Starting at the outside  edge, arrange a ring of apple slices in the pan, slightly overlapping and  pointing to the center. | (It will feel backwards.) Fill in the center with  another circle of apples, with some overlap occurring. | Layer any remaining  apple slices evenly, overlapping to prevent the batter from escaping. | With a  wooden spoon or electric mixer, beat together the butter and 1 cup sugar. | Add  the eggs, milk, rum, and vanilla. | The batter will look curdled. | Add 1 1/4  cups flour, the nuts, baking powder, baking soda, and salt, beating only  until the flour is completely incorporated. | Pour the batter over the apples  and spread evenly. | Place the pan on a baking sheet and bake in the middle of  the oven until a toothpick inserted in the cake comes out clean, about 70  minutes. | Cover with a piece of foil if the top begins to brown too quickly. | Let the cake rest in the pan on a rack for 5 minutes, then, using a small,  flexible knife, gently separate the sides of the cake from the pan. | Invert  the cake on the rack, letting it stay in the pan for another 10 minutes, then  remove the pan, lifting it up carefully.",https://img.sndimg.com/food/image/upload/v1/img/recipes/11/8/pic1UgDNm.jpg,Dessert
120,Carrot Cake II,,4.6,8.0,75,5,"1 lb    carrot, freshly grated | 4 large    eggs | 2 cups    sugar | 3 cups    all-purpose flour | 1⁄2 teaspoon    salt | 2 teaspoons    baking powder | 2 teaspoons    baking soda | 2 teaspoons    cinnamon | 1⁄2 cup    walnuts, chopped | 1 1⁄2 cups    oil | 1 (8   ounce) package   cream cheese | 1 (10   ounce) box   sugar | 4 ounces    unsalted butter | 2 teaspoons    real vanilla","Preheat oven to 325°. | Add 1 egg at a time to the grated carrots until all 4 have been added. | Beat after each egg  Add the oil and mix. | Then sift all of the dry ingredients together and add it to the oil, egg, and carrot mixture in 4 parts, beating after each addition. | Next, add the walnuts and mix well. | Pour into a greased/floured tube pan. | Bake for 1 hour at 325°, or or when a tooth pick is inserted into the cake and it comes out clean. | FOR THE ICING: Soften butter and cheese. Blend well and then add the sugar and vanilla. | Beat until smooth and creamy. | Frost only after cake is cooled.",,Dessert
121,Lamb and Pork Cassoulet,,0.0,2.0,75,0,"1 (15   ounce) can   cannellini beans, drained | 1 tablespoon    oil | 1 tablespoon    ketchup | 1 teaspoon    chili powder | 1⁄2 teaspoon    thyme | 1⁄4 cup    water | 1 teaspoon    bacon bits (dash of liquid smoke) | 1 lamb chop, diced | 1 pork chop, diced | 1 small    onion, diced",Saute onion and garlic in oil. | Add lamb and pork. | Saute 5 minutes until cooked  though. | Combine everything in a small deep oven safe dish. | Bake uncovered 350   30 minutes. | HINTS: for those who like more beans & less meat Add another can of beans & half as much meat. Just use a tad more water. | If you liked it or hated it please let me know -- .,,Lamb/Sheep
123,Carrot Maple Cheesecake,,5.0,12.0,110,2,"1 1⁄3 cups    graham crackers (12 cookies) | 1⁄4 cup    butter, Melted | 2 cups    carrots, Shredded  (3-4) | 3 (250   g) packages   light cream cheese, room temp | 1⁄3 cup    granulated sugar | 1⁄3 cup    maple syrup | 3 eggs | 1⁄4 cup    water (optional) | 1⁄4 cup    granulated sugar (optional) | 1⁄2 cup    carrot, Shredded  (optional)","CRUST:  Combine ingredients; mix well. | Press into 9 inch springform pan.  Bake in preheated 350 F oven for 10 minutes. | FILLING:  Simmer shredded carrots in water to cover for 5 minutes.  Drain and remove excess liquid. | In food processor combine carrots, cream cheese, sugar and maple syrup, process until completely smooth and evenly colored. | Add eggs, one at a time, and mix until just blended. | Pour onto crumb crust and bake at 300 F for 45 minutes or until center is almost set.  Cool to room temperature.  Refrigerate 3 hours or overnight. . | OPTIONAL GARNISH:  In small saucepan simmer water with sugar for 5 minutesAdd shredded carrots and simmer 5 minutes.   Drain well and scatter on top of chilled cheesecake.",,Cheesecake
125,Caribbean Cowpeas and Rice,,5.0,4.0,25,1,"1 cup    black-eyed peas, rinsed and drained | 1 onion, chopped | 1 jalapeno, seeded and minced | 2 garlic cloves, minced | 1⁄2 teaspoon    cumin | 1 teaspoon    thyme | 1 bay leaf | 1 cup    long-grain rice | 1 cup    vegetable broth | 1⁄2 cup    tomatoes, crushed | 1⁄2 cup    allspice | 1⁄2 teaspoon    salt","Soak peas. | COmbine peas with onion, jalapeno, garlic, cumin, thyme, bay leaf and 2 cups water. | Boil. | Reduce and simmer. | Add rice, broth, tomato, allspice and salt.",,Beans
126,Carnation Lean Fettuccine Alfredo,,5.0,4.0,40,1,"12 ounces    fettuccine | 1 teaspoon    olive oil | 1 clove    garlic, minced | 2 cups    milk | 3⁄4 cup    parmesan cheese, freshly grated | 4 teaspoons    fresh dill, chopped | 1 tablespoon    fresh chives, chopped | 1 pinch    nutmeg | 1 pinch    salt | 1 pinch    pepper | 6 ounces    asparagus, blanched  (175g) | 2⁄3 cup    smoked salmon, slivered | 1 tablespoon    lemon juice","In a large pot of boiling water, cook the fettuccine for 8-10 minutes until  tender but firm. | Drain. | In a non-stick skillet, heat oil and cook garlic for 30  seconds. | Add to drained pasta along with milk and cheese. Cook over medium heat, stirring gently for four to five minutes, until sauce is thickened. | Remove from  heat and let stand two to three minutes to thicken more. Stir in dill and chives and season with salt and pepper. | Stir in blanched  asparagus, salmon and lemon juice. Garnish each serving with more freshly grated Parmesan, if desired.",,Vegetable
128,Caramel Apple Milkshakes,,5.0,4.0,25,2,"3 cups    frozen yogurt, vanilla | 3⁄4 cup    1% low-fat milk | 1⁄2 cup    applesauce | 1 teaspoon    cinnamon | 1⁄4 cup    caramel topping","Place the yogurt, milk, cinnamon, and topping in a blender. | Cover and blend  until smooth. | Pour into 4 glasses. | Serve immediately.",https://img.sndimg.com/food/image/upload/v1/img/recipes/12/8/picfvdzrj.jpg,Frozen
129,Champagne Punch,Here is a good punch recipe for any special occasion.  We serve this every year for Christmas Eve.  It is always a big hit.,4.77,20.0,5,31,"1 (12   ounce) can   frozen lemonade concentrate, thawed  (small can) | 1 (12   ounce) can   frozen orange juice concentrate, thawed  (small can) | 1 (12   ounce) can   frozen limeade concentrate, thawed  (may use 1 small can pineapple juice concentrate, thawed) | 1 (2   liter) bottle   ginger ale, chilled | 1 (2   liter) bottle   champagne, chilled",Mix the juice concentrates in punch bowl (do not add water). | Stir in the Gingerale then add the Champagne (do not stir after adding the champagne!) | ** Note ** The large bottles of Gingerale and Champagne should be equal volumes (I use 2 L.  bottles).,https://img.sndimg.com/food/image/upload/v1/img/recipes/12/9/picI35rA2.jpg,Punch
130,Butterscotch Apple Dumpling,**Adopted Recipe**,0.0,8.0,75,0,2 green apples | 1 cup    self rising flour | 1⁄8 teaspoon    salt | 2 teaspoons    sugar | 2 ounces    butter | 2 tablespoons    water | 1 ounce    butter | 1 cup    brown sugar | 1 tablespoon    golden syrup | 1 1⁄4 cups    water,"Sift flour and salt.  Add sugar.  Rub in butter, then add water and mix to a soft dough. | Peel and quarter apples. | Divide pastry into 8 equal portions. | Roll out each portion of pastry and wrap each around an apple quarter. | Place in an oven proof dish. | Combine sauce ingredients in saucepan and bring to boil. | Pour sauce over pastries in dish. | Bake 25-30 minutes in  a moderate oven, about 325 degrees Fahrenheit.  Serve with ice cream.",,Dessert
136,Cheesecake Cupcakes with Blueberries,"originally from ""Family Circle"" magazine",4.67,12.0,50,6,"12 sugar cookies | 8 ounces    cream cheese, room temperature | 1 cup    sugar | 2 eggs | 1⁄2 cup    sour cream | 1⁄2 teaspoon    vanilla | 1⁄2 teaspoon    lemon, rind of, grated | 3 tablespoons    flour | 1 cup    blueberries","Heat oven to 325 degrees.Line 12 muffin cups with foil liners. | Place a cookie in bottom of each liner; trim cookies to fit if necessary.Beat together cream  cheese and sugar on med. | speed in large bowl until smooth. | Add eggs, beating  just until blended. | Beat in sour cream, vanilla and lemon rind. | On low speed,  beat in flour. | Stir in blueberries. | Spoon batter into cups, dividing  equally.Bake for 35-40 min., until cakes are set. Cool cakes in pan on rack for  20 min. | Remove cakes to rack to cool. | Refrigerate.                    - - - - - - - - - - - - - - - - - -",,Cheesecake
138,Cheese and Pineapple Dip,This goes well with celery and carrot sticks.  ,0.0,3.0,140,0,"1 (250   g) can   reduced cream | 1 (2   ounce) packet   tomato & onion soup mix | 1⁄2 cup    cheese, grated  (tasty cheese) | 1 (227   g) can   pineapple, drained, crushed","Mix reduced cream, tomato & onion soup, cheese and crushed pineapple together until well combined. | Chill for 2 hours before serving. | Makes  about 3 cups. | Cheers,  Doreen Doreen Randal,  Wanganui. | New Zealand.",,Pineapple
139,Chicken and Pineapple Salad With Curry Mayonnaise,"This is nice, I have used ordinary roast chicken.   CHICKEN AND PINEAPPLE SALAD WITH CURRY MAYONNAISE",5.0,4.0,85,5,"1 barbecued chicken | 1⁄2 cup    coconut, shredded | 1 (440   g) can   unsweetened pineapple slices, drained | 4 spring onions, chopped | 1 teaspoon    curry powder | 1⁄4 teaspoon    five-spice powder | 1 garlic clove, crushed | 1 teaspoon   grated fresh ginger | 3⁄4 cup    mayonnaise | 1⁄4 cup    coconut milk","Combine all ingredients thoroughly. | Toast coconut on oven tray in moderate oven for about 5 minutes. | Cut chicken and pineapple into chunks; place in bowl, mix in coconut, shallots and Mayonnaise. | Refrigerate 1 hour before serving. | Serves 4. | Cheers,  Doreen Doreen Randal,  Wanganui. | New Zealand.",,Whole Chicken
144,Cheesy Chicken Noodle Casserole,I made this recipe in High School my Senior year.,3.0,4.0,35,1,"2 chicken breasts, cut into cubes  (skinless & boneless) | 0.5 (10 7/8  ounce) can   cream of chicken soup | 1 tablespoon    olive oil | 1⁄4 lb    Velveeta cheese (cut into cubes) | 0.5 (12   ounce) bag   egg noodles | 1 (15 1/4  ounce) can   corn | 1 tablespoon    seasoning salt (such as Lawry's) | 1⁄2 tablespoon    parsley flakes | 1 teaspoon    pepper","Cook egg noodles in boiling water till chewy. | Cook chicken in olive oil, and  Lawry salt till chicken is not pink in middle, then drain oil. | Combine cream of chicken soup, egg noodles, and chicken till boiling. | Reduce heat, and add  Velveeta cheese, corn, and pepper. | Cook until all of Velveeta is melted. | Remove from heat and sprinkle with parsley flakes.",,Chicken Breast
147,Campfire Orange Cake,"When I was a child, my mother made orange cake every time we went camping. She would scoop out an orange, fill it with (I think) white jiffy cake mix, wrap it in foil and put it it the campfire to bake.  They were wonderful!",4.5,6.0,30,2,"1 (14 1/2  ounce) package   gingerbread mix | 3 oranges, halved","Gingerbread Cups  Halve and clean inside of oranges out.  Prepare a package of  gingerbread mix, fill cups 3/4 full. | Place cups in a bed of coals, not too  hot.  Bake slowly, turning around from time to time.",,Dessert
151,Anise Toast,,0.0,,25,0,"6 eggs | 1 1⁄2 cups    sugar | 1 1⁄2 cups    oil | 3 cups    flour, sifted | 1⁄2 teaspoon    salt | 1 teaspoon    baking powder | 1 teaspoon    vanilla | 1 teaspoon    anise flavoring","In a large bowl, beat all eggs, then add sugar, oil, and remaining ingredients. | Spread the batter on a cookie sheet. Place in 350° oven for 20 minutes. | Remove from oven and cut into squares while it is still hot. | Put back into oven for 5 minutes  and remove. Makes a great little add on to ice cream and other flavorful desserts.",,< 30 Mins
152,Angel Food Cake Waldorf,This cake looks delicious & tastes the same.   ,5.0,8.0,75,2,"6 tablespoons    sugar | 1⁄8 teaspoon    salt | 6 tablespoons    cocoa | 3 cups    whipping cream | 1⁄3 cup    toasted almond, cut-up | 1⁄3 cup    toasted almond, shaved | 1 angel food cake","Prepare Angel Food Cake by cutting a 1 inch slice off the top. | Remove the  center, leaving walls around a cavity. | Whip cream. | Combine sugar, salt and  cocoa. | While beating the cream sprinkle in the cocoa mixture.. | Whip until  stiff. | Fold in cut-up almonds. | Fill cavity. | Replace top of cake and spread rest of cream mixture on top and sides of cake.   Sprinkle with 1/3 cup shaved  toasted almonds. | Chill 3 hrs.  or more before  serving.",,Dessert
153,Amish Friendship Bread and Starter,"Many recipes have been posted for the Amish bread, but none have included the starter, so I thought I'd send this along.  Happy baking!  Amish Friendship Bread and Starter",4.9,,70,50,"3 cups    sugar, divided | 3 cups    milk, divided | 3 cups    flour, divided | 1 cup    oil | 1⁄2 cup    milk | 3 whole eggs | 1 teaspoon    vanilla extract | 2 cups    flour | 1 cup    sugar | 1 1⁄2 teaspoons    baking powder | 2 teaspoons    cinnamon | 1⁄2 teaspoon    salt | 1⁄2 teaspoon    baking soda | 1 (5 1/8  ounce) box   instant vanilla pudding | 1 cup   chopped nuts | 1 tablespoon    cinnamon, combined with | 1⁄2 cup    sugar","Place ONE cup each sugar, milk, and flour in large glass or plastic bowl. | Cover lightly with plastic wrap and set on your counter at room temperature. Stir with a wooden spoon everyday for 17 days. | On day 18 do nothing. | On days 19, 20, and 21, stir. | On day 22, add 1 cup sugar, 1 cup milk, and 1 cup flour, and stir again. | On days 23, 24, 25, and 26 stir. | On day 27, add 1 cup milk, 1 cup flour, and 1 cup sugar and stir. | It's now ready to use to make the bread. | Give away two cups of the starter to two friends, use one to make the bread, and keep one to keep the starter going.  When you give away a cup of the starter, give these directions for keeping it going:  Do not refrigerate; Do not use metal spoon or metal bowl; Do not cover tightly, cover loosely with plastic wrap. | AMISH FRIENDSHIP BREAD:  Mix oil, eggs, and vanilla with the starter mix. | In a separate bowl, mix flour, sugar, baking powder, cinnamon, salt, baking soda, vanilla pudding mix, and nuts. | Add to liquid mixture and stir thoroughly. | Pour into two large well-greased 9x5 inch loaf pans, or one Bundt pan, that have been sprinkled with a mixture of cinnamon, sugar, and flour. | Sprinkle more cinnamon and sugar on the tops of the unbaked loaves (or cake).  Bake at 325F for one hour or until done.",https://img.sndimg.com/food/image/upload/v1/img/recipes/15/3/picjFhmLD.jpg,Quick Breads
156,Cold Celery,"This unusual, and make a nice side dish.   ",3.0,1.0,40,2,1 bunch    celery | 1 pinch    salt | 1 tablespoon    soy sauce | 1 teaspoon    brown sugar | 1 teaspoon    sesame oil,"Wash the celery and cut into 1 inch lengths. | Put into a large pan, cover with cold water and bring to the boil, drain and immediately cover with water. | Chill completely under cold running water. | Drain. | Add the salt, soy sauce, sugar and sesame oil. | Mix well and serve chilled.",,Lunch
157,Coconut-Lemon Macaroons,nice treats,0.0,1.0,65,0,"2 2⁄3 cups    coconut | 1 cup    sugar | 4 egg whites | 1 tablespoon    lemon juice | 2 lemons, rind of, grated | 1⁄3 cup    flour","In a medium pan combine coconut, sugar, 1 egg white, lemon rind and strained lemon juice.  Stir over a low heat until lukewarm, cool. | Beat remaining egg whites until soft peaks form. | Gradually fold egg whites into cooled mixture.  Add sifted flour, combine gently. | Place mixture in heaped teaspoonfuls on greased oven trays which have been lightly dusted with cornflour. | Bake in slow oven 30 minutes. | Cool on trays.",,Dessert
160,Chicken Goulash on a Sour Cream Crust,This is very tasty and pretty quick to make.,0.0,6.0,85,0,"2 tablespoons    olive oil | 2 large    red onions | 500 g    boneless chicken, diced | 1 1⁄2 tablespoons    paprika | 2 tablespoons    seasoned flour | 1 tablespoon    tomato paste | 125 ml    red wine | 125 ml    chicken stock | 3 tablespoons    plain yogurt | 125 g    butter, softened | 315 g    sour cream | 1 egg | 185 g    self raising flour | 1 tablespoon    parsley, chopped","Lightly saute the onions in 1 Tbsp of the oil until golden. | Meanwhile place the seasoned flour and paprika in a mixing bowl, add the chicken to coat.  Remove the onions from the pan, Add the rest of the oil and saute the chicken for 2 - 3 minutes. | Return onions to the pan, add the tomato paste, wine and stock. | Bring to the boil and simmer for 6 - 7 minutes. | Remove pan from the heat and stir in the yoghurt.  (This can be made in advance and stored in the refrigerator.) CRUST Place the butter, sour cream and egg into a bowl, mix to combine. Stir in the flour and parsley to form a soft dough. | Press the dough into a lightly greased casserole or flan dish, working it well up the sides to a thickness of 12 mm. | Spoon the filling, cover and bake at 180C for 35 minutes. | Uncover and bake for a further 10 minutes or until golden and crusty.",,Chicken Breast
